               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 314,            0.017043,            0.031416,           0.0078438,             0.78914,             0.58927,             0.73694,             0.59582,            0.025004,             0.04892,            0.017299,           0.0038026,           0.0038026,           0.0038026
                 315,               0.018,            0.029213,           0.0088147,             0.81982,             0.56423,             0.73603,             0.59634,            0.023931,            0.048324,            0.017128,           0.0037828,           0.0037828,           0.0037828
                 316,            0.016547,            0.031808,           0.0087853,              0.8184,             0.56217,             0.73709,             0.59628,             0.02408,             0.04774,            0.017177,            0.003763,            0.003763,            0.003763
                 317,            0.015459,            0.030341,           0.0086457,             0.78499,              0.5995,              0.7356,             0.59864,            0.025095,            0.048663,            0.017284,           0.0037432,           0.0037432,           0.0037432
                 318,            0.015746,            0.030435,           0.0092813,             0.81951,              0.5594,             0.72772,             0.59784,            0.024391,            0.048777,            0.017494,           0.0037234,           0.0037234,           0.0037234
                 319,            0.019109,            0.029557,           0.0092404,             0.68769,             0.66713,             0.72906,             0.57775,            0.026355,             0.04967,            0.017574,           0.0037036,           0.0037036,           0.0037036
                 320,            0.020191,            0.033653,           0.0082359,             0.70466,             0.66694,             0.73145,             0.58897,            0.024997,            0.048825,            0.017846,           0.0036838,           0.0036838,           0.0036838
                 321,            0.019363,            0.032703,           0.0091403,             0.70867,             0.66631,             0.72797,             0.59935,            0.024616,            0.048338,            0.017765,            0.003664,            0.003664,            0.003664
                 322,            0.017632,            0.032695,           0.0090114,              0.7138,             0.66015,             0.73543,              0.5875,            0.023504,             0.04824,            0.017725,           0.0036442,           0.0036442,           0.0036442
                 323,             0.01539,            0.031295,           0.0085703,             0.72284,             0.65742,             0.73395,              0.6086,            0.024488,            0.047904,            0.017634,           0.0036244,           0.0036244,           0.0036244
                 324,            0.015776,            0.026827,           0.0089068,             0.72843,              0.6605,             0.73774,             0.61128,            0.025124,            0.047316,            0.017545,           0.0036046,           0.0036046,           0.0036046
                 325,            0.015604,            0.030005,           0.0083151,             0.72986,             0.65227,              0.7351,             0.61588,             0.02425,            0.047649,            0.017492,           0.0035848,           0.0035848,           0.0035848
                 326,            0.014965,            0.026739,           0.0084338,             0.73077,             0.64974,             0.73803,             0.60045,            0.024316,            0.047287,            0.017329,            0.003565,            0.003565,            0.003565
                 327,            0.017141,            0.030543,           0.0085193,             0.71904,             0.66948,             0.74767,             0.59748,            0.024283,            0.047184,            0.017121,           0.0035452,           0.0035452,           0.0035452
                 328,              0.0175,            0.031605,           0.0090565,              0.7147,              0.6577,             0.74252,              0.6017,            0.023996,            0.047865,            0.016982,           0.0035254,           0.0035254,           0.0035254
                 329,            0.015921,            0.027508,           0.0083469,             0.72368,             0.65861,             0.74346,             0.61145,            0.023292,            0.047727,            0.017059,           0.0035056,           0.0035056,           0.0035056
                 330,            0.015591,            0.029932,           0.0079512,             0.72125,             0.66296,             0.72304,             0.59352,            0.025228,            0.048645,            0.017016,           0.0034858,           0.0034858,           0.0034858
                 331,            0.016043,            0.027143,           0.0084521,             0.73454,              0.6613,             0.72392,             0.58392,            0.024245,            0.048452,            0.017267,            0.003466,            0.003466,            0.003466
                 332,            0.016162,            0.030657,           0.0086303,             0.73202,             0.65615,             0.71692,             0.57534,            0.023903,             0.04878,            0.017485,           0.0034462,           0.0034462,           0.0034462
                 333,             0.01578,            0.030556,           0.0087517,             0.73442,             0.65462,             0.72364,             0.57802,            0.025201,            0.049019,            0.017899,           0.0034264,           0.0034264,           0.0034264
                 334,            0.015588,            0.028133,           0.0087445,             0.72028,             0.63925,             0.70678,              0.5832,            0.023308,            0.048754,            0.018272,           0.0034066,           0.0034066,           0.0034066
                 335,            0.016442,            0.029192,           0.0080299,             0.72172,             0.64147,             0.71106,             0.57063,            0.023961,            0.048782,            0.018159,           0.0033868,           0.0033868,           0.0033868
                 336,            0.016486,            0.030379,           0.0080759,             0.73359,             0.65099,             0.71401,             0.57855,            0.025354,            0.049125,            0.018063,            0.003367,            0.003367,            0.003367
                 337,            0.016238,            0.030077,           0.0079159,             0.73119,             0.65355,             0.71747,             0.57979,              0.0247,            0.048622,            0.018006,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014903,            0.029295,           0.0086581,             0.74783,             0.65659,             0.71976,             0.58458,            0.024393,            0.048682,            0.017906,           0.0033274,           0.0033274,           0.0033274
                 339,            0.015212,             0.03024,           0.0083271,             0.74391,              0.6476,             0.71738,             0.57881,            0.023462,            0.049018,            0.017831,           0.0033076,           0.0033076,           0.0033076
                 340,            0.015875,            0.028775,           0.0084051,             0.75741,             0.65423,              0.7197,              0.5923,              0.0238,            0.049468,            0.017766,           0.0032878,           0.0032878,           0.0032878
                 341,            0.015003,            0.029285,           0.0082066,             0.76177,             0.65762,             0.71782,             0.58286,            0.023564,            0.049658,            0.017502,            0.003268,            0.003268,            0.003268
                 342,            0.014795,             0.02736,           0.0072349,             0.76403,             0.65528,             0.72913,             0.58114,            0.023854,            0.050119,            0.017374,           0.0032482,           0.0032482,           0.0032482
                 343,            0.016409,             0.02836,           0.0078862,             0.76219,             0.65457,             0.73025,              0.5923,            0.025104,            0.050229,            0.017339,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017307,            0.029599,           0.0081762,             0.75689,             0.65241,              0.7298,             0.56905,            0.025382,            0.050576,             0.01717,           0.0032086,           0.0032086,           0.0032086
                 345,            0.016043,            0.033642,           0.0073309,              0.7538,             0.64764,             0.72436,             0.58668,            0.024587,            0.050369,            0.017153,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016442,             0.03027,           0.0083349,             0.75115,             0.64244,             0.71654,             0.58929,            0.024404,            0.050565,            0.017265,            0.003169,            0.003169,            0.003169
                 347,            0.015171,            0.029824,           0.0077522,             0.74801,             0.64426,             0.71969,              0.5765,            0.023868,            0.050224,            0.017173,           0.0031492,           0.0031492,           0.0031492
                 348,            0.015128,            0.028683,           0.0082327,             0.74698,             0.64469,             0.71514,             0.59434,            0.023169,            0.050087,            0.017079,           0.0031294,           0.0031294,           0.0031294
                 349,            0.014883,             0.02937,           0.0077731,             0.74422,             0.66241,             0.71947,             0.58751,            0.025201,            0.050187,             0.01693,           0.0031096,           0.0031096,           0.0031096
                 350,            0.015136,            0.026076,           0.0083151,             0.74793,             0.67435,              0.7209,             0.59343,            0.024566,            0.050631,            0.016917,           0.0030898,           0.0030898,           0.0030898
                 351,            0.016465,            0.029183,           0.0084985,             0.75019,             0.67262,             0.72505,             0.58873,              0.0244,            0.051083,            0.016926,             0.00307,             0.00307,             0.00307
                 352,            0.016242,            0.028089,           0.0077928,             0.75028,             0.67095,             0.72456,             0.58541,            0.025218,            0.051192,            0.016997,           0.0030502,           0.0030502,           0.0030502
                 353,            0.016004,            0.027948,           0.0077374,             0.76003,             0.66947,             0.72376,             0.58685,            0.024032,            0.050915,            0.017089,           0.0030304,           0.0030304,           0.0030304
                 354,              0.0144,            0.030379,           0.0073805,               0.768,             0.64573,             0.71457,             0.58719,            0.023889,            0.051177,            0.017221,           0.0030106,           0.0030106,           0.0030106
                 355,            0.014643,            0.029343,           0.0080001,             0.76473,             0.63804,             0.71162,             0.56851,             0.02399,            0.051457,            0.017227,           0.0029908,           0.0029908,           0.0029908
                 356,            0.015018,            0.029774,           0.0075981,             0.76943,             0.63923,             0.71799,             0.59362,            0.024477,            0.051798,            0.017224,            0.002971,            0.002971,            0.002971
                 357,             0.01659,            0.028014,           0.0090325,             0.77129,             0.63859,             0.70409,             0.56635,            0.026273,            0.052674,            0.017288,           0.0029512,           0.0029512,           0.0029512
                 358,             0.01499,            0.029013,            0.008263,             0.76402,             0.62946,             0.70903,             0.56715,            0.025002,            0.052233,            0.017411,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016184,            0.025527,           0.0076341,             0.76344,             0.62663,             0.70254,             0.56963,            0.023813,            0.051793,            0.017356,           0.0029116,           0.0029116,           0.0029116
                 360,            0.015584,            0.031871,           0.0073336,             0.75645,             0.62121,             0.71209,             0.56717,             0.02435,            0.051956,            0.017248,           0.0028918,           0.0028918,           0.0028918
                 361,            0.015568,            0.028772,           0.0075159,             0.75659,             0.62257,             0.70818,             0.58836,            0.024213,             0.05169,            0.017173,            0.002872,            0.002872,            0.002872
                 362,            0.015003,             0.02616,           0.0077026,             0.76043,             0.63182,             0.71752,             0.58056,            0.024153,            0.052165,            0.016947,           0.0028522,           0.0028522,           0.0028522
                 363,            0.014675,            0.031466,           0.0076937,             0.77013,             0.64415,             0.72556,             0.58996,            0.023399,            0.051582,            0.017059,           0.0028324,           0.0028324,           0.0028324
                 364,            0.014265,            0.029488,           0.0074851,             0.76163,             0.63594,             0.72567,             0.58287,            0.023534,            0.051929,            0.017015,           0.0028126,           0.0028126,           0.0028126
                 365,            0.013481,            0.026128,           0.0081012,             0.76257,             0.63709,             0.72686,             0.59727,             0.02324,            0.051929,            0.017062,           0.0027928,           0.0027928,           0.0027928
                 366,            0.013235,            0.028054,           0.0072342,              0.7619,             0.63666,             0.74508,             0.60159,            0.023336,            0.052153,             0.01701,            0.002773,            0.002773,            0.002773
                 367,            0.015526,            0.031546,           0.0074495,             0.76369,             0.63683,             0.72161,             0.57065,            0.024108,            0.052423,            0.016956,           0.0027532,           0.0027532,           0.0027532
                 368,            0.015745,            0.027746,           0.0075609,             0.76533,             0.63922,              0.7176,             0.56106,            0.024289,            0.052224,            0.016759,           0.0027334,           0.0027334,           0.0027334
                 369,            0.015692,            0.030213,           0.0078245,             0.76641,             0.63698,             0.72164,             0.57742,            0.023143,            0.051985,            0.016744,           0.0027136,           0.0027136,           0.0027136
                 370,            0.015663,            0.029097,           0.0072085,             0.76739,             0.63423,             0.74009,             0.58653,            0.024417,            0.052209,            0.016837,           0.0026938,           0.0026938,           0.0026938
                 371,            0.016522,            0.029094,           0.0078392,             0.76789,              0.6307,             0.71591,             0.58773,            0.023845,            0.052143,               0.017,            0.002674,            0.002674,            0.002674
                 372,            0.015409,            0.027644,           0.0073385,              0.7675,             0.63251,             0.71391,             0.59152,            0.022888,            0.051953,            0.017083,           0.0026542,           0.0026542,           0.0026542
                 373,            0.014477,            0.026776,           0.0071267,             0.76838,             0.63067,             0.74693,             0.60448,            0.023844,            0.052187,            0.017199,           0.0026344,           0.0026344,           0.0026344
                 374,            0.013728,             0.02995,           0.0077005,             0.76559,             0.62652,             0.74211,             0.61993,            0.022453,            0.051451,            0.017277,           0.0026146,           0.0026146,           0.0026146
                 375,            0.014579,            0.030029,           0.0079245,             0.76622,             0.62557,             0.73811,             0.60471,            0.023234,            0.051407,            0.017171,           0.0025948,           0.0025948,           0.0025948
                 376,            0.013421,            0.028626,           0.0071928,             0.76484,             0.62009,              0.7384,              0.6193,            0.023128,            0.051133,            0.017227,            0.002575,            0.002575,            0.002575
                 377,            0.014424,            0.028728,           0.0071313,             0.76515,             0.61996,             0.72073,             0.58116,            0.022867,            0.050899,            0.017127,           0.0025552,           0.0025552,           0.0025552
                 378,            0.014988,            0.024396,           0.0078105,             0.76535,             0.62024,             0.72823,              0.5915,            0.022696,            0.051486,            0.017097,           0.0025354,           0.0025354,           0.0025354
                 379,            0.015229,            0.028806,           0.0077643,             0.76673,             0.62018,              0.7195,             0.58175,             0.02262,            0.051389,            0.017138,           0.0025156,           0.0025156,           0.0025156
                 380,            0.014462,            0.028176,           0.0070173,             0.76939,             0.62025,             0.71774,             0.58511,            0.021945,            0.051269,             0.01706,           0.0024958,           0.0024958,           0.0024958
                 381,            0.013987,            0.030714,           0.0073857,             0.76776,             0.61744,             0.71066,             0.56744,            0.023217,            0.052068,            0.017063,            0.002476,            0.002476,            0.002476
                 382,            0.014079,            0.026755,           0.0075071,             0.76882,             0.61732,             0.71115,              0.5813,            0.022791,             0.05188,             0.01705,           0.0024562,           0.0024562,           0.0024562
                 383,            0.015121,            0.031869,           0.0070786,             0.77808,             0.61953,             0.69926,             0.57545,            0.023347,            0.051797,            0.017026,           0.0024364,           0.0024364,           0.0024364
                 384,            0.015116,            0.029527,           0.0065566,             0.78024,             0.61959,             0.70895,             0.57902,            0.023605,            0.052207,            0.016985,           0.0024166,           0.0024166,           0.0024166
                 385,            0.014691,            0.026397,           0.0074939,             0.78064,             0.61895,             0.72246,             0.59381,            0.023422,            0.052074,            0.017057,           0.0023968,           0.0023968,           0.0023968
                 386,            0.014194,            0.026858,           0.0076269,             0.77932,             0.61564,              0.7332,             0.59791,             0.02288,            0.052039,            0.017376,            0.002377,            0.002377,            0.002377
                 387,            0.012923,            0.024355,           0.0069618,             0.78486,             0.61605,             0.72722,             0.59792,            0.022375,            0.051782,            0.017497,           0.0023572,           0.0023572,           0.0023572
                 388,            0.013028,            0.028007,            0.007543,             0.78474,             0.61645,             0.72608,             0.59545,            0.022506,            0.051912,            0.017407,           0.0023374,           0.0023374,           0.0023374
                 389,            0.013756,            0.024271,           0.0076141,             0.78636,             0.61497,             0.72479,             0.59302,            0.024006,            0.052463,            0.017248,           0.0023176,           0.0023176,           0.0023176
                 390,            0.013692,            0.027952,           0.0073266,              0.7903,             0.61437,             0.73029,              0.6027,            0.023188,            0.052159,            0.017046,           0.0022978,           0.0022978,           0.0022978
                 391,            0.013423,            0.026819,           0.0074455,             0.78863,             0.61483,             0.72899,             0.60265,            0.022211,            0.052219,            0.017031,            0.002278,            0.002278,            0.002278
                 392,            0.012444,            0.027098,           0.0066434,             0.78853,             0.61516,             0.72663,             0.60019,            0.022286,            0.052157,            0.016916,           0.0022582,           0.0022582,           0.0022582
                 393,            0.012681,            0.024945,           0.0068605,             0.78811,             0.61539,             0.72831,             0.60445,            0.022473,            0.052316,            0.016751,           0.0022384,           0.0022384,           0.0022384
                 394,            0.013113,            0.028291,           0.0069791,             0.80534,              0.6266,             0.74746,             0.59437,             0.02387,            0.052762,            0.016816,           0.0022186,           0.0022186,           0.0022186
                 395,            0.013136,            0.027233,           0.0072266,             0.78525,             0.61292,             0.73246,             0.60365,            0.022663,            0.052127,            0.016784,           0.0021988,           0.0021988,           0.0021988
                 396,            0.013563,             0.02889,           0.0070818,              0.7987,             0.62518,             0.74892,             0.61338,            0.023156,             0.05177,            0.016755,            0.002179,            0.002179,            0.002179
                 397,            0.012899,            0.027082,           0.0069765,             0.78815,             0.61252,             0.72981,             0.60964,            0.023928,            0.051197,            0.016779,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013238,            0.025402,           0.0066547,             0.79356,             0.61244,             0.72392,             0.60492,            0.024174,            0.050939,            0.016672,           0.0021394,           0.0021394,           0.0021394
                 399,            0.014979,            0.027195,           0.0069849,             0.79423,             0.61443,             0.73033,              0.6094,            0.023399,            0.050762,            0.016733,           0.0021196,           0.0021196,           0.0021196
                 400,            0.013115,            0.024015,           0.0064663,             0.79152,             0.61514,             0.72985,             0.61551,            0.023808,            0.050425,            0.016836,           0.0020998,           0.0020998,           0.0020998
                 401,            0.013339,            0.025039,           0.0067516,             0.78921,             0.61768,             0.73251,              0.6184,             0.02268,            0.050235,            0.016858,             0.00208,             0.00208,             0.00208
                 402,            0.012831,            0.026248,           0.0065287,             0.78958,             0.62297,             0.73181,             0.61747,            0.022912,            0.050329,            0.016831,           0.0020602,           0.0020602,           0.0020602
                 403,            0.012184,            0.028153,           0.0071074,             0.79509,             0.62232,              0.7342,             0.60523,            0.022024,            0.050379,            0.016993,           0.0020404,           0.0020404,           0.0020404
                 404,            0.011883,            0.024986,            0.006966,             0.79668,             0.62218,             0.73605,             0.60561,             0.02219,            0.050641,             0.01683,           0.0020206,           0.0020206,           0.0020206
                 405,            0.012044,            0.025216,           0.0070468,             0.79725,              0.6205,             0.73991,             0.61685,            0.022589,            0.051176,            0.016908,           0.0020008,           0.0020008,           0.0020008
                 406,            0.012637,            0.025603,           0.0065568,             0.79184,             0.61584,             0.73888,             0.61198,            0.022318,             0.05171,            0.017072,            0.001981,            0.001981,            0.001981
                 407,             0.01441,            0.027897,           0.0071319,             0.79413,             0.61773,             0.74007,             0.60019,            0.022907,            0.052069,            0.017014,           0.0019612,           0.0019612,           0.0019612
                 408,            0.013651,            0.027657,           0.0069462,             0.79573,             0.61816,             0.73668,             0.60248,            0.022371,            0.052197,            0.017104,           0.0019414,           0.0019414,           0.0019414
                 409,            0.013001,            0.025358,           0.0064135,             0.80113,             0.62452,             0.73778,             0.60362,            0.021974,            0.052089,            0.017046,           0.0019216,           0.0019216,           0.0019216
                 410,            0.012906,            0.026265,           0.0067849,             0.80034,             0.62747,             0.74039,             0.61588,            0.022533,            0.052164,            0.016885,           0.0019018,           0.0019018,           0.0019018
                 411,            0.012114,            0.025044,           0.0063963,             0.80208,             0.62656,             0.73215,             0.61473,            0.022162,            0.051956,            0.016822,            0.001882,            0.001882,            0.001882
                 412,            0.011097,             0.02516,           0.0063781,             0.79911,             0.62717,             0.73698,             0.61184,            0.022001,            0.051951,            0.016859,           0.0018622,           0.0018622,           0.0018622
                 413,            0.011982,            0.023886,           0.0069745,             0.79881,             0.62591,              0.7376,             0.61524,            0.022552,            0.052342,            0.016982,           0.0018424,           0.0018424,           0.0018424
                 414,            0.011607,            0.026504,           0.0060726,             0.79941,             0.62343,             0.73264,              0.6092,            0.021812,            0.052136,            0.016849,           0.0018226,           0.0018226,           0.0018226
                 415,            0.012737,             0.02867,           0.0067061,              0.7981,             0.62127,             0.74188,             0.61235,            0.022386,            0.052325,            0.016662,           0.0018028,           0.0018028,           0.0018028
                 416,            0.011958,            0.023963,           0.0062947,             0.79622,             0.61861,             0.73114,             0.60671,            0.022414,            0.052227,            0.016718,            0.001783,            0.001783,            0.001783
                 417,            0.012361,            0.025111,           0.0066218,             0.80301,              0.6228,             0.73946,             0.60519,            0.021866,            0.052169,            0.016736,           0.0017632,           0.0017632,           0.0017632
                 418,              0.0122,            0.025417,           0.0064132,             0.80876,             0.62349,             0.74614,             0.61978,            0.022487,            0.052788,            0.016633,           0.0017434,           0.0017434,           0.0017434
                 419,            0.011044,             0.02504,           0.0078708,             0.80954,             0.62185,             0.73918,             0.60972,            0.021912,            0.053032,            0.016776,           0.0017236,           0.0017236,           0.0017236
                 420,            0.012802,            0.024441,           0.0074633,             0.81168,             0.62042,             0.73669,             0.60963,             0.02195,             0.05337,            0.016863,           0.0017038,           0.0017038,           0.0017038
                 421,            0.012451,            0.024757,           0.0069055,             0.80746,             0.61177,             0.73203,             0.58502,            0.022203,            0.053955,            0.016772,            0.001684,            0.001684,            0.001684
                 422,             0.01248,            0.025184,           0.0069194,             0.81063,             0.61135,             0.73694,             0.61497,             0.02214,            0.053659,            0.016613,           0.0016642,           0.0016642,           0.0016642
                 423,            0.012338,            0.025483,           0.0060929,             0.81607,             0.61833,             0.73841,              0.6072,            0.022441,            0.053679,            0.016608,           0.0016444,           0.0016444,           0.0016444
                 424,            0.011586,             0.02419,           0.0059391,             0.81638,             0.61947,             0.74373,             0.61796,            0.022052,            0.053636,            0.016475,           0.0016246,           0.0016246,           0.0016246
                 425,             0.01206,            0.023054,           0.0065061,             0.81706,             0.61866,             0.74349,             0.62394,            0.022291,            0.053759,            0.016465,           0.0016048,           0.0016048,           0.0016048
                 426,            0.012152,            0.024065,            0.006879,             0.81269,             0.61098,             0.74242,             0.60369,            0.022243,            0.053865,            0.016486,            0.001585,            0.001585,            0.001585
                 427,            0.011613,            0.025495,              0.0059,             0.80599,             0.60714,             0.74089,             0.62136,            0.021783,            0.053577,            0.016547,           0.0015652,           0.0015652,           0.0015652
                 428,            0.011203,            0.026226,           0.0055287,             0.80623,              0.6065,              0.7405,             0.61888,            0.021801,            0.053522,             0.01661,           0.0015454,           0.0015454,           0.0015454
                 429,            0.011562,            0.024888,           0.0060881,             0.80595,             0.60696,             0.73698,             0.60092,            0.022441,            0.053579,            0.016667,           0.0015256,           0.0015256,           0.0015256
                 430,            0.011321,            0.024886,           0.0062201,             0.80395,              0.6067,              0.7349,             0.60607,            0.021742,             0.05339,            0.016864,           0.0015058,           0.0015058,           0.0015058
                 431,            0.011665,            0.025505,           0.0064174,             0.80354,             0.60605,             0.73232,             0.61078,            0.022071,            0.053481,            0.016993,            0.001486,            0.001486,            0.001486
                 432,            0.011667,            0.025317,           0.0063268,             0.80059,              0.6061,             0.72915,             0.60625,            0.022398,            0.053714,            0.016969,           0.0014662,           0.0014662,           0.0014662
                 433,            0.011592,            0.025949,            0.006306,              0.8015,              0.6051,             0.72912,             0.60928,            0.021587,            0.053676,            0.017126,           0.0014464,           0.0014464,           0.0014464
                 434,            0.011329,            0.026013,           0.0063139,             0.80054,             0.60393,             0.72866,              0.5916,            0.021958,            0.053865,            0.017116,           0.0014266,           0.0014266,           0.0014266
                 435,            0.010859,             0.02416,           0.0059205,             0.80166,             0.60217,             0.72791,             0.60403,            0.021839,            0.053742,             0.01695,           0.0014068,           0.0014068,           0.0014068
                 436,            0.011447,            0.024678,           0.0065299,             0.80312,             0.60262,             0.72729,             0.60011,            0.021685,            0.053635,            0.016967,            0.001387,            0.001387,            0.001387
                 437,            0.011593,            0.024979,           0.0059633,             0.80207,             0.60377,             0.72707,              0.6068,            0.022169,             0.05356,            0.016949,           0.0013672,           0.0013672,           0.0013672
                 438,            0.011152,            0.023074,            0.006225,              0.8013,             0.60336,             0.72789,             0.61483,            0.021649,            0.053573,            0.017047,           0.0013474,           0.0013474,           0.0013474
                 439,            0.010898,            0.024216,           0.0059242,             0.80175,             0.60359,              0.7252,             0.60486,            0.021897,             0.05364,            0.017029,           0.0013276,           0.0013276,           0.0013276
                 440,            0.010507,            0.023892,           0.0066109,             0.80277,             0.60581,             0.72764,             0.60889,            0.021985,            0.053559,            0.016986,           0.0013078,           0.0013078,           0.0013078
                 441,            0.010645,            0.024975,           0.0058789,             0.80042,             0.60558,             0.72474,              0.6134,            0.021724,            0.053461,            0.017066,            0.001288,            0.001288,            0.001288
                 442,            0.010824,             0.02302,           0.0063066,             0.80354,             0.60621,             0.72531,              0.6073,            0.022148,             0.05364,            0.017058,           0.0012682,           0.0012682,           0.0012682
                 443,            0.011115,            0.024516,            0.006582,             0.80138,              0.6056,             0.72534,             0.61075,            0.022384,            0.053536,            0.017142,           0.0012484,           0.0012484,           0.0012484
                 444,            0.010767,            0.022349,           0.0056657,             0.80193,             0.60539,             0.72483,             0.61233,            0.022098,             0.05364,            0.017143,           0.0012286,           0.0012286,           0.0012286
                 445,            0.010155,            0.023252,            0.005681,             0.80316,             0.60548,              0.7365,             0.62352,            0.022129,            0.053666,            0.017082,           0.0012088,           0.0012088,           0.0012088
                 446,            0.010614,            0.024617,           0.0062617,             0.80374,             0.60613,             0.73591,              0.6255,            0.021595,            0.053801,            0.016994,            0.001189,            0.001189,            0.001189
                 447,            0.010856,              0.0214,            0.006073,             0.80235,             0.60635,             0.74153,             0.62156,             0.02159,             0.05382,            0.017053,           0.0011692,           0.0011692,           0.0011692
                 448,             0.01058,             0.02244,           0.0063722,             0.80266,              0.6054,             0.73863,             0.63006,            0.021881,            0.053973,            0.017251,           0.0011494,           0.0011494,           0.0011494
                 449,            0.010976,            0.024553,           0.0065283,              0.8037,             0.60547,              0.7379,             0.62515,            0.022005,             0.05397,            0.017211,           0.0011296,           0.0011296,           0.0011296
                 450,            0.010378,            0.023348,           0.0059217,             0.80553,             0.60578,             0.73203,             0.61312,            0.021735,            0.053872,            0.017106,           0.0011098,           0.0011098,           0.0011098
                 451,           0.0099862,            0.022741,           0.0062251,             0.80776,             0.60614,             0.73136,             0.61082,            0.021417,            0.054149,            0.017244,             0.00109,             0.00109,             0.00109
                 452,           0.0099741,            0.020114,           0.0068593,             0.81118,             0.60761,             0.73347,              0.6093,            0.021721,            0.054359,            0.017377,           0.0010702,           0.0010702,           0.0010702
                 453,            0.010519,            0.024277,           0.0058428,             0.81324,             0.60427,             0.73482,             0.61781,            0.021497,            0.054368,            0.017366,           0.0010504,           0.0010504,           0.0010504
                 454,           0.0099582,            0.023844,           0.0059057,             0.81253,             0.60131,             0.73452,             0.60717,            0.021226,            0.054371,            0.017398,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010157,            0.023015,           0.0057516,             0.81327,             0.60085,             0.73419,             0.61427,            0.021626,             0.05469,            0.017399,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010022,            0.024139,           0.0058045,             0.81383,             0.59974,             0.73384,             0.61927,            0.021351,             0.05464,             0.01733,            0.000991,            0.000991,            0.000991
                 457,           0.0096659,            0.022536,           0.0057832,             0.81529,             0.59926,             0.73335,             0.61754,            0.021346,             0.05465,            0.017238,           0.0009712,           0.0009712,           0.0009712
                 458,           0.0097979,            0.020912,           0.0058996,             0.81741,             0.60029,             0.73452,             0.61134,            0.021454,            0.054893,             0.01733,           0.0009514,           0.0009514,           0.0009514
                 459,            0.010172,            0.022089,           0.0058452,             0.81855,              0.5991,             0.73625,             0.61514,            0.021279,            0.054681,            0.017307,           0.0009316,           0.0009316,           0.0009316
                 460,            0.010457,            0.025031,           0.0057714,             0.81961,             0.59758,              0.7369,              0.6184,            0.021336,            0.054694,            0.017251,           0.0009118,           0.0009118,           0.0009118
                 461,            0.010376,            0.023658,           0.0059531,             0.81927,             0.59557,             0.73552,             0.61608,             0.02134,            0.054768,            0.017201,            0.000892,            0.000892,            0.000892
                 462,           0.0097395,            0.023214,           0.0052914,              0.8201,             0.59468,             0.73659,             0.62353,            0.021204,            0.054787,            0.017251,           0.0008722,           0.0008722,           0.0008722
                 463,           0.0092566,            0.022392,           0.0055756,             0.81917,             0.59324,             0.73601,             0.62837,            0.021227,            0.054654,             0.01725,           0.0008524,           0.0008524,           0.0008524
                 464,            0.009173,            0.023197,           0.0053324,             0.82112,             0.59586,             0.74156,             0.62503,            0.021235,            0.054422,            0.017271,           0.0008326,           0.0008326,           0.0008326
                 465,            0.010157,            0.019987,           0.0063466,             0.81926,             0.59596,             0.74074,             0.61512,            0.021185,            0.054449,            0.017285,           0.0008128,           0.0008128,           0.0008128
                 466,            0.009397,            0.021837,           0.0051251,             0.81997,             0.59491,             0.74346,             0.62568,            0.021426,            0.054529,            0.017309,            0.000793,            0.000793,            0.000793
                 467,           0.0093116,            0.024905,           0.0060279,             0.82007,              0.5929,             0.73509,             0.62781,            0.021324,            0.054246,            0.017281,           0.0007732,           0.0007732,           0.0007732
                 468,           0.0093674,            0.024209,           0.0051891,             0.82078,             0.59369,             0.73557,             0.62275,            0.021233,            0.054106,             0.01738,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0094812,             0.02365,           0.0055921,             0.82021,             0.59386,             0.73202,             0.62685,            0.021259,            0.054235,            0.017212,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0098069,            0.024981,           0.0054816,             0.82118,             0.59361,             0.72957,             0.63132,            0.021272,            0.054496,             0.01728,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0097957,            0.023192,           0.0059591,             0.81989,             0.59369,             0.73176,             0.62812,            0.021168,            0.054581,            0.017182,            0.000694,            0.000694,            0.000694
                 472,           0.0092994,            0.021146,           0.0064705,             0.81729,             0.59421,             0.73024,             0.62655,            0.021531,            0.055246,             0.01738,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0092294,            0.023998,             0.00538,             0.81704,             0.59558,              0.7292,             0.62643,            0.021334,            0.055213,            0.017468,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0092305,            0.020825,           0.0053399,             0.81837,             0.59404,             0.72254,             0.61907,            0.021604,            0.055304,            0.017424,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0096382,            0.021071,           0.0059847,             0.81843,              0.5946,             0.72693,             0.62512,            0.021201,            0.055316,            0.017472,           0.0006148,           0.0006148,           0.0006148
